id,name,region,winner2019,age_under_25,age_25_34,age_35_49,age_50_64,age_over_65,immigrant,white,religion_christian,religion_islam,religion_hindu,religion_other,base_con,base_lab,base_ld,base_ref,base_grn,base_snp,base_pc,base_min
E14001063,Aldershot,SE,Con,12.3%,19.4%,25.5%,23.1%,19.8%,22.2%,79.4%,43.2%,2.2%,5.2%,5.6%,0.796,0.903,-0.146,0.077,-1.285,,,-2.499
E14001064,Aldridge-Brownhills,WM,Con,10.9%,14.0%,21.6%,25.8%,27.7%,6.3%,85.4%,53.6%,2.2%,1.3%,5.9%,0.955,0.941,-1.255,0.236,-1.300,,,
E14001065,Altrincham and Sale West,NW,Con,10.4%,12.7%,27.9%,24.8%,24.2%,14.6%,80.6%,50.5%,6.4%,3.0%,3.4%,0.688,1.242,-0.599,-0.508,-1.175,,,-2.546
E14001066,Amber Valley,EM,Con,10.5%,15.0%,21.5%,26.5%,26.5%,3.6%,97.6%,43.9%,0.2%,0.1%,0.9%,0.732,1.108,-1.446,0.299,-1.210,,,
E14001067,Arundel and South Downs,SE,Con,8.9%,9.7%,19.1%,27.9%,34.3%,8.1%,96.8%,54.2%,0.3%,0.2%,1.1%,0.862,0.554,0.158,-0.001,-0.444,,,-2.721
E14001068,Ashfield,EM,Con,11.3%,15.7%,22.5%,25.9%,24.6%,6.0%,95.7%,42.1%,0.6%,0.3%,0.8%,-0.161,0.641,-1.590,1.092,-1.291,,,-0.272
E14001069,Ashford,SE,Con,12.1%,17.4%,24.9%,24.3%,21.4%,15.2%,86.1%,45.5%,1.9%,2.5%,2.8%,0.726,0.951,-0.605,0.188,-0.707,,,-2.456
E14001070,Ashton-under-Lyne,NW,Lab,12.3%,17.8%,24.4%,24.9%,20.5%,14.6%,79.4%,46.7%,10.6%,2.4%,0.7%,0.132,1.337,-1.652,0.246,-0.890,,,-1.834
E14001071,Aylesbury,SE,Con,11.6%,17.4%,27.0%,24.4%,19.6%,18.2%,78.4%,45.7%,8.7%,2.6%,1.5%,0.716,0.827,0.285,-0.105,-1.085,,,-2.480
E14001072,Banbury,SE,Con,11.1%,16.1%,24.2%,24.8%,23.8%,16.0%,89.7%,50.7%,3.7%,0.4%,1.5%,0.677,0.916,0.066,-0.029,-0.890,,,-2.628
E14001073,Barking,L,Lab,15.8%,21.2%,32.2%,20.4%,10.3%,43.3%,42.2%,43.7%,27.6%,2.8%,2.7%,0.029,1.345,-1.468,0.033,-0.704,,,-1.027
E14001074,Barnsley North,Y,Lab,11.3%,17.4%,22.5%,25.9%,22.9%,6.7%,96.8%,51.3%,0.6%,0.2%,0.6%,-0.252,1.215,-1.233,0.642,-0.765,,,-1.699
E14001075,Barnsley South,Y,Lab,11.6%,17.5%,22.4%,25.8%,22.8%,7.3%,96.8%,49.7%,0.6%,0.2%,0.7%,-0.289,1.145,-1.152,0.815,-1.109,,,-1.667
E14001076,Barrow and Furness,NW,Con,10.7%,14.7%,20.1%,26.9%,27.6%,3.8%,97.4%,54.3%,0.4%,0.1%,0.8%,0.553,1.244,-1.613,0.203,-1.286,,,-2.537
E14001077,Basildon and Billericay,E,Con,12.1%,17.5%,25.4%,23.9%,21.0%,12.1%,87.2%,46.6%,1.9%,1.2%,1.1%,0.836,0.852,-0.785,0.327,-1.034,,,-2.009
E14001078,Basingstoke,SE,Con,11.6%,18.6%,27.0%,23.4%,19.3%,17.8%,85.6%,42.6%,2.0%,3.0%,2.4%,0.662,1.112,-0.461,-0.069,-1.075,,,-2.280
E14001079,Bassetlaw,EM,Con,10.6%,15.2%,21.6%,26.5%,26.1%,7.2%,96.2%,54.9%,0.6%,0.2%,0.8%,0.609,1.124,-1.424,0.496,-1.670,,,
E14001080,Bath,SW,LD,25.2%,14.4%,19.7%,20.4%,20.2%,17.4%,88.5%,39.2%,1.5%,0.7%,1.7%,0.033,0.121,1.334,-0.494,-1.022,,,-2.834
E14001081,Battersea,L,Lab,12.4%,34.9%,26.3%,16.2%,10.2%,39.8%,67.9%,43.6%,8.5%,1.2%,1.9%,0.346,1.345,-0.535,-0.504,-0.893,,,-1.994
E14001082,Beaconsfield,SE,Con,9.9%,12.9%,24.4%,26.4%,26.5%,16.0%,79.6%,48.2%,3.6%,3.4%,6.7%,0.908,0.324,0.004,0.328,-0.851,,,-1.193
E14001083,Beckenham and Penge,L,Lab,9.7%,17.1%,29.8%,23.8%,19.6%,23.3%,72.8%,46.4%,4.2%,2.1%,1.9%,0.498,1.250,-0.376,-0.300,-0.855,,,
E14001084,Bedford,E,Lab,13.1%,18.2%,26.2%,22.9%,19.7%,28.1%,69.3%,46.6%,10.2%,1.9%,4.4%,0.384,1.254,-0.467,-0.158,-0.946,,,-1.905
E14001085,Bermondsey and Old Southwark,L,Lab,17.3%,32.0%,25.3%,17.0%,8.4%,45.5%,56.0%,41.2%,9.8%,1.8%,2.6%,-0.235,1.201,0.619,-0.833,-0.962,,,-1.624
E14001086,Bethnal Green and Stepney,L,Lab,21.1%,31.9%,26.2%,13.4%,7.4%,46.4%,35.7%,18.3%,46.6%,1.3%,2.2%,-0.569,1.402,-0.806,-0.775,-0.531,,,-0.140
E14001087,Beverley and Holderness,Y,Con,9.9%,11.1%,19.2%,27.8%,32.0%,3.9%,97.8%,52.8%,0.4%,0.2%,0.7%,0.846,0.949,-0.434,0.067,-1.308,,,-2.481
E14001088,Bexhill and Battle,SE,Con,9.0%,10.2%,16.7%,26.3%,37.8%,7.3%,95.6%,50.9%,0.6%,0.2%,1.1%,0.828,0.731,-0.170,0.206,-0.872,,,-2.039
E14001089,Bexleyheath and Crayford,L,Con,12.3%,16.0%,25.9%,24.4%,21.3%,19.3%,73.2%,49.9%,3.7%,3.1%,3.9%,0.811,1.059,-1.261,0.260,-1.303,,,
E14001090,Bicester and Woodstock,SE,Con,10.3%,16.7%,25.6%,24.8%,22.6%,16.3%,89.3%,50.8%,1.6%,0.9%,1.5%,0.721,0.600,0.757,-0.534,-1.187,,,-2.674
E14001091,Birkenhead,NW,Lab,12.3%,16.1%,23.2%,25.7%,22.8%,7.1%,93.6%,52.9%,1.8%,0.5%,1.1%,-0.497,1.397,-1.275,-0.136,-0.083,,,-1.324
E14001092,Birmingham Edgbaston,WM,Lab,18.5%,18.8%,24.6%,19.9%,18.2%,28.9%,54.3%,38.7%,16.3%,3.3%,6.6%,0.287,1.329,-0.988,-0.201,-0.659,,,-1.767
E14001093,Birmingham Erdington,WM,Lab,14.1%,19.0%,24.7%,24.2%,18.1%,21.4%,63.1%,45.8%,14.2%,1.1%,2.1%,0.377,1.268,-1.661,0.155,-0.853,,,-1.652
E14001094,Birmingham Hall Green and Moseley,WM,Lab,17.2%,19.3%,27.3%,20.3%,15.9%,32.1%,29.6%,18.9%,54.4%,2.8%,3.4%,-0.314,1.395,-0.936,-0.465,-0.725,,,-0.325
E14001095,Birmingham Hodge Hill and Solihull North,WM,Lab,17.4%,18.8%,25.4%,21.5%,17.0%,21.6%,49.7%,32.2%,37.5%,0.4%,0.8%,0.071,1.282,-1.499,-0.058,-0.173,,,-1.183
E14001096,Birmingham Ladywood,WM,Lab,27.5%,25.0%,24.6%,14.5%,8.3%,43.5%,22.3%,22.3%,49.0%,1.8%,3.6%,-0.664,1.515,-1.353,-0.900,-0.598,,,-0.336
E14001097,Birmingham Northfield,WM,Con,13.0%,17.6%,24.5%,23.6%,21.3%,13.3%,77.8%,46.8%,5.3%,0.8%,1.5%,0.504,1.234,-1.608,0.152,-0.870,,,-2.123
E14001098,Birmingham Perry Barr,WM,Lab,18.3%,19.3%,27.1%,20.9%,14.3%,38.0%,21.0%,25.6%,42.9%,3.3%,11.3%,-0.119,1.434,-1.091,-0.570,-0.749,,,-0.641
E14001099,Birmingham Selly Oak,WM,Lab,25.9%,16.0%,21.6%,19.5%,17.1%,17.6%,68.8%,38.9%,12.9%,1.8%,3.1%,0.140,1.391,-1.195,-0.325,-0.512,,,-1.630
E14001100,Birmingham Yardley,WM,Lab,16.8%,18.8%,26.0%,21.8%,16.6%,26.8%,44.1%,30.0%,42.6%,1.4%,2.3%,0.104,1.269,-0.418,-0.089,-0.738,,,-1.323
E14001101,Bishop Auckland,NE,Con,10.7%,12.3%,20.3%,27.9%,28.8%,3.1%,98.0%,58.1%,0.3%,0.1%,0.7%,0.531,1.132,-1.441,0.397,-1.240,,,-1.798
E14001102,Blackburn,NW,Lab,16.4%,17.9%,26.7%,21.6%,17.5%,22.9%,47.9%,31.3%,46.8%,0.4%,0.5%,-0.120,1.429,-1.833,-0.091,-0.941,,,-0.762
E14001103,Blackley and Middleton South,NW,Lab,14.0%,18.2%,27.1%,23.2%,17.4%,26.9%,63.3%,51.2%,16.3%,0.4%,2.3%,0.001,1.439,-1.512,0.111,-0.841,,,
E14001104,Blackpool North and Fleetwood,NW,Con,10.0%,13.0%,19.2%,26.4%,31.4%,4.2%,97.3%,55.9%,0.5%,0.1%,0.9%,0.632,1.207,-1.723,0.233,-1.425,,,-2.437
E14001105,Blackpool South,NW,Con,11.9%,16.4%,22.0%,26.7%,23.0%,8.8%,94.1%,49.6%,1.7%,0.4%,1.1%,0.355,1.119,-1.673,0.564,-0.849,,,-2.024
E14001106,Blaydon and Consett,NE,Lab,10.3%,14.3%,22.7%,26.5%,26.2%,3.5%,97.8%,55.5%,0.4%,0.1%,0.8%,0.077,1.293,-1.217,0.410,-1.115,,,-2.026
E14001107,Blyth and Ashington,NE,Lab,11.4%,15.2%,21.5%,26.3%,25.7%,3.1%,97.5%,48.8%,0.7%,0.1%,0.8%,0.041,1.316,-1.459,0.481,-1.002,,,
E14001108,Bognor Regis and Littlehampton,SE,Con,10.1%,13.6%,19.9%,24.1%,32.3%,12.1%,95.5%,51.1%,0.8%,0.3%,1.0%,0.821,0.826,-0.351,0.213,-0.962,,,-2.218
E14001109,Bolsover,EM,Con,10.5%,16.0%,21.5%,26.9%,25.1%,5.2%,97.4%,48.3%,0.3%,0.2%,0.7%,0.454,1.199,-1.802,0.517,-1.368,,,
E14001110,Bolton North East,NW,Con,13.0%,16.1%,24.4%,23.6%,22.9%,15.2%,75.5%,48.7%,17.0%,1.2%,0.6%,0.526,1.249,-1.579,0.131,-1.241,,,-1.767
E14001111,Bolton South and Walkden,NW,Lab,15.2%,19.3%,25.7%,22.2%,17.6%,22.8%,64.6%,40.8%,25.1%,2.0%,0.7%,0.099,1.343,-1.450,0.082,-0.757,,,-1.325
E14001112,Bolton West,NW,Con,11.1%,14.7%,23.9%,25.6%,24.6%,10.0%,83.0%,55.1%,9.8%,2.3%,0.8%,0.682,1.195,-1.181,0.042,-1.458,,,-2.093
E14001113,Bootle,NW,Lab,11.9%,17.2%,23.2%,26.3%,21.4%,6.5%,95.4%,64.9%,0.9%,0.5%,0.8%,-0.969,1.638,-1.699,-0.384,-0.859,,,-1.751
E14001114,Boston and Skegness,EM,Con,10.5%,13.7%,20.7%,26.0%,29.2%,16.3%,95.7%,57.4%,1.0%,0.3%,0.8%,0.855,0.527,-1.331,0.828,-1.512,,,-1.830
E14001115,Bournemouth East,SW,Con,12.7%,16.2%,26.5%,22.7%,21.8%,21.2%,88.1%,47.1%,2.6%,1.0%,2.1%,0.597,1.057,-0.462,0.022,-0.663,,,-2.077
E14001116,Bournemouth West,SW,Con,20.4%,16.9%,21.6%,20.1%,20.9%,19.5%,88.5%,42.3%,2.2%,1.0%,2.0%,0.631,1.040,-0.543,0.082,-0.649,,,-2.424
E14001117,Bracknell,SE,Con,12.4%,18.0%,27.6%,24.1%,18.0%,17.7%,85.7%,46.2%,1.8%,2.5%,2.4%,0.778,1.027,-0.477,0.034,-1.280,,,-2.422
E14001118,Bradford East,Y,Lab,17.8%,19.0%,27.5%,20.9%,14.9%,25.4%,45.7%,25.9%,44.3%,0.6%,2.4%,-0.118,1.282,-0.578,-0.317,-0.544,,,-0.466
E14001119,Bradford South,Y,Lab,14.3%,17.7%,25.7%,23.8%,18.6%,14.5%,70.4%,37.4%,20.1%,1.4%,1.4%,0.271,1.254,-1.614,0.244,-0.888,,,-1.263
E14001120,Bradford West,Y,Lab,20.3%,20.3%,27.2%,18.3%,14.0%,32.5%,29.5%,19.7%,58.7%,1.5%,1.2%,-0.454,1.469,-1.865,-0.706,-0.678,,,-0.163
E14001121,Braintree,E,Con,11.3%,14.1%,23.1%,26.3%,25.2%,7.5%,95.0%,47.3%,0.7%,0.3%,1.0%,0.922,0.793,-0.749,0.350,-1.344,,,-2.239
E14001122,Brent East,L,Lab,15.0%,21.0%,27.7%,22.2%,14.1%,53.4%,38.0%,41.5%,27.2%,6.4%,3.3%,-0.006,1.385,-0.702,-0.502,-0.530,,,-1.183
E14001123,Brent West,L,Lab,15.9%,21.9%,27.0%,20.2%,15.0%,62.2%,25.6%,34.6%,17.9%,28.3%,4.5%,0.403,1.314,-0.697,-0.497,-0.804,,,-1.515
E14001124,Brentford and Isleworth,L,Lab,12.3%,20.1%,31.8%,20.9%,14.8%,49.3%,45.4%,38.7%,17.3%,10.3%,9.2%,0.143,1.275,-0.228,-0.313,-0.811,,,-1.244
E14001125,Brentwood and Ongar,E,Con,10.8%,15.1%,23.4%,25.5%,25.3%,10.1%,89.6%,55.3%,1.5%,1.5%,2.1%,0.973,0.563,-0.012,0.133,-0.941,,,-2.718
E14001126,Bridgwater,SW,Con,11.1%,15.2%,21.1%,25.2%,27.5%,9.5%,96.3%,49.8%,0.6%,0.1%,0.9%,0.676,0.782,0.159,0.274,-1.287,,,-2.653
E14001127,Bridlington and The Wolds,Y,Con,8.8%,11.2%,17.8%,26.9%,35.3%,3.6%,98.1%,54.0%,0.5%,0.1%,0.9%,0.838,0.776,-0.592,0.327,-0.952,,,-1.734
E14001128,Brigg and Immingham,Y,Con,9.6%,12.6%,20.5%,27.7%,29.7%,4.4%,97.2%,52.9%,0.7%,0.3%,0.6%,0.889,0.953,-1.118,0.261,-1.093,,,
E14001129,Brighton Kemptown and Peacehaven,SE,Lab,17.6%,15.4%,22.2%,23.6%,21.2%,17.0%,86.7%,35.8%,2.9%,0.8%,2.3%,0.389,1.387,-0.849,,-0.128,,,-1.593
E14001130,Brighton Pavilion,SE,Grn,23.8%,18.1%,24.0%,20.7%,13.4%,19.9%,85.3%,26.1%,2.5%,0.7%,3.0%,-0.468,0.832,-1.330,-0.961,1.183,,,-1.974
E14001131,Bristol Central,SW,Lab,33.5%,26.3%,18.0%,13.1%,9.2%,24.3%,78.1%,23.9%,6.1%,1.0%,2.8%,-0.759,1.104,-1.903,-1.361,1.113,,,-2.475
E14001132,Bristol East,SW,Lab,13.0%,23.6%,28.2%,19.7%,15.6%,20.0%,76.5%,31.9%,11.0%,0.6%,2.0%,-0.003,1.446,-0.864,,0.123,,,-1.614
E14001133,Bristol North East,SW,Lab,14.7%,19.9%,25.8%,20.7%,19.0%,17.0%,78.8%,36.2%,8.3%,0.6%,2.4%,0.231,1.272,-1.100,-0.041,-0.311,,,-1.986
E14001134,Bristol North West,SW,Lab,16.7%,17.4%,25.4%,20.3%,20.1%,17.0%,85.6%,39.3%,3.6%,0.8%,1.8%,0.186,1.296,-0.724,-0.410,-0.139,,,-2.229
E14001135,Bristol South,SW,Lab,12.6%,24.8%,25.8%,19.8%,17.0%,12.6%,90.1%,32.3%,2.6%,0.5%,1.2%,0.041,1.225,-0.916,-0.090,0.089,,,-1.989
E14001136,Broadland and Fakenham,E,Con,9.7%,11.7%,20.5%,26.5%,31.7%,4.7%,97.3%,49.4%,0.3%,0.2%,1.0%,0.805,0.772,-0.127,0.209,-0.754,,,
E14001137,Bromley and Biggin Hill,L,Con,10.7%,15.2%,27.4%,24.6%,22.1%,19.4%,78.2%,48.6%,3.0%,2.7%,1.6%,0.767,1.000,-0.372,-0.013,-1.128,,,-2.146
E14001138,Bromsgrove,WM,Con,10.4%,12.7%,22.7%,26.2%,28.0%,4.8%,93.1%,53.5%,0.9%,0.7%,2.0%,0.880,0.884,-0.441,0.082,-1.032,,,-2.601
E14001139,Broxbourne,E,Con,12.1%,16.2%,25.3%,24.5%,21.9%,17.0%,82.3%,52.9%,4.0%,1.1%,2.6%,0.900,0.842,-0.887,0.279,-1.015,,,-2.157
E14001140,Broxtowe,EM,Con,12.1%,16.2%,21.8%,24.0%,26.0%,10.7%,89.0%,41.8%,2.3%,1.0%,1.8%,0.514,1.243,-1.822,0.197,-1.178,,,-1.785
E14001141,Buckingham and Bletchley,SE,Con,12.3%,15.6%,26.1%,24.6%,21.4%,18.2%,80.2%,47.0%,5.0%,2.8%,1.5%,0.696,1.042,-0.438,0.084,-1.168,,,-2.296
E14001142,Burnley,NW,Con,12.8%,17.1%,23.8%,23.9%,22.5%,14.3%,77.7%,45.6%,18.8%,0.2%,0.7%,0.341,1.171,-0.924,0.334,-1.012,,,-1.601
E14001143,Burton and Uttoxeter,WM,Con,12.0%,17.7%,23.7%,24.6%,22.0%,15.0%,85.2%,49.3%,9.5%,0.3%,1.0%,0.723,1.051,-1.279,0.241,-0.842,,,-2.514
E14001144,Bury North,NW,Con,11.8%,15.1%,23.8%,25.2%,24.1%,11.9%,82.3%,52.1%,12.3%,0.4%,1.2%,0.549,1.332,-1.812,-0.102,-1.442,,,-1.803
E14001145,Bury South,NW,Con,12.9%,17.5%,25.4%,23.3%,20.9%,14.5%,83.0%,42.1%,7.4%,0.5%,16.9%,0.407,1.289,-1.174,0.066,-1.164,,,-1.816
E14001146,Bury St Edmunds and Stowmarket,E,Con,10.8%,15.3%,21.4%,24.5%,27.9%,10.1%,94.8%,48.1%,0.5%,0.3%,1.1%,0.737,0.810,-1.122,0.216,-0.030,,,-2.185
E14001147,Calder Valley,Y,Con,10.3%,13.1%,23.0%,28.1%,25.5%,4.4%,94.9%,44.7%,1.8%,0.2%,1.3%,0.605,1.314,-1.526,-0.170,-1.460,,,-1.952
E14001148,Camborne and Redruth,SW,Con,11.3%,13.9%,21.8%,25.1%,27.9%,5.0%,96.9%,42.5%,0.2%,0.1%,1.1%,0.557,1.103,-0.648,0.159,-0.909,,,-2.024
E14001149,Cambridge,E,Lab,25.5%,24.5%,22.0%,15.2%,12.8%,38.2%,75.4%,34.5%,5.0%,2.0%,2.9%,-0.322,1.307,0.499,,-0.265,,,-1.852
E14001150,Cannock Chase,WM,Con,11.2%,16.7%,22.4%,26.0%,23.7%,3.6%,96.6%,52.4%,0.3%,0.2%,1.0%,0.777,1.012,-2.276,0.427,-0.855,,,
E14001151,Canterbury,SE,Lab,24.3%,13.1%,18.8%,20.5%,23.3%,16.0%,86.4%,45.1%,2.4%,1.0%,1.9%,0.474,1.334,-0.987,-0.230,-1.045,,,-2.618
E14001152,Carlisle,NW,Con,11.4%,15.3%,21.8%,25.9%,25.6%,6.9%,96.7%,52.7%,0.8%,0.3%,0.7%,0.619,1.199,-1.019,0.087,-1.289,,,-2.469
E14001153,Carshalton and Wallington,L,Con,12.0%,16.3%,29.3%,24.2%,18.2%,24.8%,68.6%,45.9%,6.3%,6.4%,1.8%,0.612,0.365,0.915,-0.217,-1.236,,,-2.200
E14001154,Castle Point,E,Con,11.0%,13.1%,20.5%,25.1%,30.4%,4.8%,94.8%,48.7%,0.8%,0.5%,1.5%,0.981,0.765,-1.011,0.489,-1.765,,,
E14001155,Central Devon,SW,Con,9.4%,11.3%,20.1%,27.6%,31.7%,5.7%,97.8%,47.8%,0.2%,0.1%,1.3%,0.716,0.808,-0.020,0.069,-0.547,,,-2.658
E14001156,Central Suffolk and North Ipswich,E,Con,11.0%,13.1%,21.4%,26.1%,28.4%,7.8%,93.3%,47.4%,1.3%,0.5%,1.1%,0.666,0.897,-0.630,0.272,-0.443,,,-2.382
E14001157,Chatham and Aylesford,SE,Con,12.2%,17.8%,25.5%,24.3%,20.2%,13.0%,85.8%,45.3%,2.5%,0.9%,2.5%,0.809,0.894,-1.005,0.398,-1.064,,,-2.309
E14001158,Cheadle,NW,Con,9.9%,12.6%,24.7%,25.0%,27.8%,11.1%,82.7%,48.7%,8.7%,1.4%,2.2%,0.550,0.190,1.197,-0.623,-2.046,,,-2.654
E14001159,Chelmsford,E,Con,11.8%,18.1%,26.5%,22.6%,21.0%,15.2%,85.2%,45.7%,2.8%,2.3%,1.5%,0.751,0.583,0.692,-0.210,-1.667,,,-2.519
E14001160,Chelsea and Fulham,L,Con,14.8%,25.9%,24.8%,20.0%,14.6%,46.5%,70.4%,50.2%,8.7%,1.2%,2.6%,0.768,1.024,-0.016,-0.395,-1.287,,,-2.151
E14001161,Cheltenham,SW,Con,14.0%,16.8%,23.5%,23.0%,22.7%,14.6%,91.2%,45.0%,1.4%,1.0%,1.5%,0.629,-0.304,1.425,,-1.696,,,-3.204
E14001162,Chesham and Amersham,SE,Con,10.5%,11.4%,25.4%,26.4%,26.4%,15.8%,82.0%,48.5%,4.2%,4.4%,3.5%,0.782,0.129,0.850,-0.205,-0.861,,,-2.415
E14001163,Chester North and Neston,NW,Lab,14.7%,15.7%,21.2%,23.0%,25.4%,10.3%,93.3%,51.1%,1.8%,0.7%,1.1%,0.270,1.424,-1.049,-0.232,-0.965,,,
E14001164,Chester South and Eddisbury,NW,Con,10.3%,11.1%,21.7%,27.7%,29.2%,6.1%,96.2%,58.6%,0.6%,0.4%,0.7%,0.791,0.938,-0.152,-0.105,-0.984,,,-2.370
E14001165,Chesterfield,EM,Lab,10.5%,15.1%,22.0%,26.1%,26.3%,5.1%,95.4%,47.9%,1.0%,0.4%,1.0%,0.187,1.258,-0.799,0.314,-1.053,,,-2.280
E14001166,Chichester,SE,Con,11.7%,13.3%,19.2%,24.1%,31.7%,10.5%,95.0%,51.9%,0.7%,0.3%,1.2%,0.763,0.292,0.681,0.095,-1.021,,,-2.683
E14001167,Chingford and Woodford Green,L,Con,12.0%,16.5%,27.7%,24.4%,19.5%,27.5%,62.9%,46.2%,13.3%,3.0%,4.3%,0.805,1.155,-1.555,-0.267,-1.427,,,-1.041
E14001168,Chippenham,SW,Con,12.5%,15.2%,22.6%,26.0%,23.8%,9.3%,94.1%,46.9%,0.7%,0.6%,1.2%,0.767,0.225,0.798,0.019,-1.305,,,-2.691
E14001169,Chipping Barnet,L,Con,11.5%,15.4%,27.4%,24.4%,21.3%,34.0%,63.4%,42.0%,8.8%,5.5%,12.7%,0.730,1.237,-1.007,-0.441,-1.129,,,-1.964
E14001171,Christchurch,SW,Con,8.4%,9.6%,17.2%,24.5%,40.3%,6.8%,96.8%,54.1%,0.4%,0.2%,1.1%,0.906,0.483,0.176,0.227,-1.220,,,-1.857
E14001172,Cities of London and Westminster,L,Con,16.3%,24.7%,23.7%,20.3%,15.0%,56.8%,60.0%,38.3%,14.4%,3.0%,6.3%,0.603,0.968,0.243,-0.529,-0.733,,,-1.760
E14001173,City of Durham,NE,Lab,23.8%,12.7%,19.3%,21.6%,22.5%,9.4%,92.3%,50.8%,1.3%,0.5%,1.1%,0.101,1.284,-0.358,-0.013,-0.747,,,-2.208
E14001174,Clacton,E,Con,9.4%,11.2%,16.2%,25.5%,37.6%,5.1%,96.1%,50.4%,0.5%,0.2%,1.0%,0.641,0.429,-1.299,1.036,-1.034,,,-2.196
E14001175,Clapham and Brixton Hill,L,Lab,14.9%,35.4%,23.5%,17.4%,8.8%,37.0%,58.6%,43.3%,6.9%,0.7%,2.1%,-0.159,1.393,-0.234,-0.796,-0.501,,,-1.339
E14001176,Colchester,E,Con,15.6%,19.5%,26.2%,20.8%,17.9%,18.5%,83.5%,41.8%,2.7%,1.8%,1.8%,0.646,1.031,-0.227,-0.065,-0.833,,,-2.249
E14001177,Colne Valley,Y,Con,10.5%,14.2%,23.4%,27.1%,24.8%,5.5%,90.7%,44.4%,3.6%,0.3%,1.2%,0.645,1.249,-1.182,-0.104,-1.367,,,-2.078
E14001178,Congleton,NW,Con,9.2%,13.4%,21.9%,26.1%,29.5%,4.3%,96.9%,55.2%,0.4%,0.2%,0.8%,0.813,1.014,-0.639,0.032,-1.178,,,-2.241
E14001179,Corby and East Northamptonshire,EM,Con,11.5%,16.8%,24.9%,25.3%,21.5%,16.7%,93.1%,50.1%,0.6%,0.4%,1.1%,0.611,1.226,-1.279,0.158,-1.579,,,-2.497
E14001180,Coventry East,WM,Lab,14.3%,19.3%,26.7%,22.0%,17.6%,30.6%,61.1%,44.4%,13.4%,3.7%,6.3%,0.156,1.292,-1.258,0.112,-0.613,,,-1.460
E14001181,Coventry North West,WM,Lab,14.1%,18.2%,24.4%,22.3%,20.8%,21.5%,74.9%,47.0%,7.3%,2.9%,5.0%,0.373,1.253,-1.012,0.071,-0.722,,,-2.183
E14001182,Coventry South,WM,Lab,28.0%,16.8%,20.8%,18.1%,16.3%,31.0%,61.4%,40.6%,10.1%,5.1%,6.7%,0.370,1.296,-1.065,-0.181,-0.554,,,-2.013
E14001183,Cramlington and Killingworth,NE,Lab,10.2%,15.3%,23.5%,25.0%,26.1%,3.8%,96.5%,48.2%,0.7%,0.4%,0.9%,0.240,1.304,-1.437,0.248,-0.937,,,-2.100
E14001184,Crawley,SE,Con,12.5%,19.9%,28.4%,22.4%,16.8%,26.8%,73.4%,42.6%,9.7%,5.1%,1.7%,0.584,1.191,-1.213,0.074,-0.964,,,-1.902
E14001185,Crewe and Nantwich,NW,Con,11.1%,17.5%,23.9%,24.4%,23.1%,13.6%,92.9%,53.7%,1.3%,0.5%,0.9%,0.490,1.298,-1.639,0.104,-1.280,,,-2.174
E14001186,Croydon East,L,Lab,13.2%,17.4%,25.7%,24.9%,18.9%,28.6%,55.2%,50.3%,7.9%,4.3%,1.7%,0.482,1.273,-0.984,-0.013,-0.835,,,
E14001187,Croydon South,L,Con,10.6%,16.6%,27.3%,23.6%,21.9%,25.8%,62.9%,48.1%,6.6%,6.8%,2.1%,0.838,1.043,-0.659,-0.233,-0.972,,,-1.883
E14001188,Croydon West,L,Lab,13.8%,22.8%,29.3%,22.3%,11.9%,45.4%,33.2%,48.1%,14.3%,7.7%,2.1%,-0.096,1.459,-0.991,-0.495,-0.725,,,-1.150
E14001189,Dagenham and Rainham,L,Lab,14.1%,18.8%,27.9%,22.6%,16.5%,31.7%,58.0%,49.7%,14.6%,2.7%,2.8%,0.395,1.192,-1.509,0.300,-0.933,,,-1.404
E14001190,Darlington,NE,Con,11.5%,15.6%,22.9%,25.5%,24.5%,8.3%,94.1%,51.5%,1.9%,0.4%,1.1%,0.528,1.250,-1.732,0.185,-0.871,,,
E14001191,Dartford,SE,Con,11.5%,20.1%,29.3%,22.1%,17.0%,20.6%,73.4%,47.9%,3.7%,4.0%,2.9%,0.838,1.067,-0.992,0.105,-1.238,,,
E14001192,Daventry,EM,Con,10.3%,14.6%,22.9%,26.9%,25.3%,9.2%,94.2%,50.7%,0.8%,0.5%,1.3%,0.835,0.749,-0.375,0.324,-0.692,,,
E14001193,Derby North,EM,Con,16.5%,17.5%,23.4%,22.0%,20.6%,15.6%,80.2%,40.7%,6.0%,1.4%,4.1%,0.532,1.242,-1.084,0.151,-1.126,,,
E14001194,Derby South,EM,Lab,15.6%,19.1%,26.3%,21.5%,17.4%,27.6%,61.5%,36.6%,19.1%,1.3%,6.3%,0.126,1.246,-1.113,0.307,-1.065,,,-1.070
E14001195,Derbyshire Dales,EM,Con,9.3%,10.8%,20.0%,29.0%,31.0%,3.9%,97.3%,54.3%,0.4%,0.1%,1.2%,0.798,0.967,-0.531,0.070,-0.898,,,-2.653
E14001196,Dewsbury and Batley,Y,Lab,16.3%,18.2%,26.4%,21.7%,17.3%,19.1%,51.2%,28.1%,43.7%,0.3%,0.6%,0.223,1.277,-1.649,-0.206,-0.914,,,-0.298
E14001197,Didcot and Wantage,SE,Con,10.2%,17.8%,25.9%,24.2%,21.9%,12.7%,92.5%,46.7%,1.0%,1.0%,1.2%,0.655,0.463,0.869,-0.272,-1.330,,,-2.718
